"Datum","Vreme","Kanal","Sport","Ekipe","Takmičenje"
"05.06.","02:00","Arena 1 Premium","Hokej","Edmonton Oilers - Florida Panthers, finale G1","NHL"
"05.06.","11:00","Arena 2 Premium","Socca","Srbija - Ukrajina","EUROCUP"
"05.06.","13:10","Arena 1 Premium","Fudbal","Australija - Japan","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"05.06.","13:30","Arena 2 Premium","Odbojka","Kina - Poljska","Liga Nacija (Ž)"
"05.06.","18:00","Arena 1 Premium","Fudbal","UAE - Uzbekistan","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"05.06.","19:00","Arena Sport 2","Rukomet","Fuchse Berlin -  Gummersbach","BUNDESLIGA"
"05.06.","19:30","Arena Sport 1","Košarka","Fenerbahce - Bahcesehir, polufinale G1","TURSKA LIGA"
"05.06.","20:15","Arena Sport 3","Fudbal","Irak - Južna Koreja","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"05.06.","20:45","Arena 3 Premium","Košarka","Armani - Virtus, polufinale G3","ITALIJANSKA LIGA"
"05.06.","21:00","Arena 1 Premium","Košarka","Finale: Budućnost - Partizan, G1","ABA LIGA"
"05.06.","21:00","Arena 2 Premium","Fudbal","Španija - Francuska, polufinale","UEFA LIGA NACIJA"
"05.06.","21:00","Arena Sport 2","Košarka","Lyon - Monaco, polufinale G2","FRANCUSKA LIGA"
"05.06.","22:15","Arena Sport 3","Bejzbol","Los Angeles Dodgers - NY Mets","Major League Baseball"
"05.06.","22:30","Arena Sport 1","Odbojka","Nemačka - Italija","Liga Nacija (Ž)"
"06.06.","01:00","Arena 2 Premium","Fudbal","Ekvador - Brazil","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"06.06.","01:00","Arena Sport 1","Fudbal","Paragvaj - Urugvaj","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"06.06.","02:00","Arena 3 Premium","Odbojka","SAD - Brazil","Liga Nacija (Ž)"
"06.06.","02:30","Arena 1 Premium","Košarka","Finale: Oklahoma - Indiana, G1","NBA"
"06.06.","03:00","Arena 2 Premium","Fudbal","Čile - Argentina","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
"06.06.","09:00","Arena 2 Premium","Moto Sport","Aragon: Slobodan Trening 1","MOTO 3"
"06.06.","09:50","Arena 2 Premium","Moto Sport","Aragon: Slobodan Trening 1","MOTO 2"
"06.06.","10:00","Arena 3 Premium","Odbojka","Francuska - Belgija","Liga Nacija (Ž)"
"06.06.","10:45","Arena 2 Premium","Moto Sport","Aragon: Slobodan Trening 1","MOTO GP"
"06.06.","13:15","Arena 2 Premium","Moto Sport","Aragon: Trening","MOTO 3"
"06.06.","13:30","Arena 3 Premium","Odbojka","Turska - Tajland","Liga Nacija (Ž)"
"06.06.","14:05","Arena 2 Premium","Moto Sport","Aragon: Trening","MOTO 2"
"06.06.","15:00","Arena 2 Premium","Moto Sport","Aragon: Trening","MOTO GP"
"06.06.","16:00","Arena Sport 1","Socca","Italija - Srbija","EUROCUP"
"06.06.","18:30","Arena 2 Premium","Košarka","Zenit - CSKA, finale G5","VTB LIGA"
"06.06.","18:30","Arena Sport 1","Odbojka","Crna Gora - Rumunija","ZLATNA LIGA (M)"
"06.06.","19:00","Arena 1 Premium","Košarka","Barcelona - Unicaja, G2","ŠPANSKA LIGA"
"06.06.","19:30","Arena Sport 3","Košarka","Besiktas - Efes, polufinale G1","TURSKA LIGA"
"06.06.","20:00","Arena 3 Premium","Košarka","Panathinaikos - Olympiacos, G3","GRČKA LIGA"
"06.06.","20:45","Arena 2 Premium","Fudbal","Norveška - Italija","KVALIFIKACIJE ZA SVETSKO PRVENSTVO"
